English,Russian,Hindi
It didn't help.,Это не помогло.,इससे कोई मदद नहीं मिली.
It didn't hurt.,Было не больно.,इससे दर्द नहीं हुआ.
It didn't work.,Это не сработало.,यह काम नहीं किया.
It feels silly.,Это как-то глупо.,यह मूर्खतापूर्ण लगता है.
It gets better.,Становится лучше.,सब ठीक हो जाएगा।
It has to stop.,Это должно прекратиться.,इसे रोकना होगा.
It is Saturday.,Суббота.,शनिवार हैं।
It is possible.,Это возможно.,यह संभव है।
It is so early.,Ещё так рано.,यह बहुत जल्दी है.
It is too late.,Слишком поздно.,यह बहुत देर हो चुकी है।
It is too late.,Уже слишком поздно.,यह बहुत देर हो चुकी है।
It isn't a dog.,Это не собака.,यह कुत्ता नहीं है.
It isn't cheap.,Это недёшево.,यह सस्ता नहीं है.
It isn't funny.,Это не смешно.,यह मज़ाकिया नहीं है.
It looks cheap.,Выглядит дёшево.,यह सस्ता लगता है.
It looks cheap.,Он дёшево выглядит.,यह सस्ता लगता है.
It looks cheap.,Она дёшево выглядит.,यह सस्ता लगता है.
It looks cheap.,Оно дёшево выглядит.,यह सस्ता लगता है.
It looks great.,Выглядит здорово.,यह अच्छा लग रहा है।
It makes sense.,Это имеет смысл.,यह समझ में आता है।
It makes sense.,В этом есть смысл.,यह समझ में आता है।
It may be true.,"Может быть, это и правда.",यह सच हो सकता है.
It must be Tom.,"Это, должно быть, Том.",यह टॉम होना चाहिए.
It must be Tom.,"Это, наверное, Том.",यह टॉम होना चाहिए.
It smells good!,Вкусно пахнет!,इससे अच्छी खुशबू आ रही है!
It smells good!,Пахнет вкусно!,इससे अच्छी खुशबू आ रही है!
It smells good.,Он вкусно пахнет.,इससे अच्छी खुशबू आ रही है।
It sounds easy.,Звучит просто.,यह आसान लगता है.
It sounds good.,Звучит неплохо.,यह अच्छा लगता है।
It sounds good.,Это звучит хорошо.,यह अच्छा लगता है।
It still hurts.,До сих пор больно.,यह अभी भी दर्द होता है।
It still hurts.,До сих пор болит.,यह अभी भी दर्द होता है।
It still hurts.,Ещё болит.,यह अभी भी दर्द होता है।
It still hurts.,Всё ещё болит.,यह अभी भी दर्द होता है।
It stinks here.,Тут воняет.,यहाँ बहुत बदबू आ रही है.
It tasted good.,Это было вкусно.,इसका स्वाद अच्छा था.
It took months.,На это ушло несколько месяцев.,इसमें महीनों लग गए.
It was a blast.,Было здорово.,यह एक विस्फोट था।
It was a dream.,Это был сон.,यह एक सपना था।
It was a dream.,Это была мечта.,यह एक सपना था।
It was a mouse.,Это была мышь.,यह एक चूहा था.
It was a mouse.,Это была мышка.,यह एक चूहा था.
It was a rumor.,Это был слух.,यह एक अफवाह थी.
It was a shock.,Это был шок.,यह एक सदमा था.
It was amazing.,Это было изумительно.,यह अद्भुत था।
It was amazing.,Это было поразительно.,यह अद्भुत था।
It was awesome.,Это было потрясающе.,बहुत बढ़िया था।
It was awesome.,Это было фантастически.,बहुत बढ़िया था।
It was bizarre.,Это было странно.,यह विचित्र था.
It was bizarre.,Это было причудливо.,यह विचित्र था.
It was crowded.,Было полно народа.,यहाँ भीड़ थी।
It was crowded.,Было полно народу.,यहाँ भीड़ थी।
It was for Tom.,Это было для Тома.,यह टॉम के लिए था.
It was for Tom.,Это было Тому.,यह टॉम के लिए था.
It was my idea.,Это была моя идея.,यह मेरा विचार था.
It was my plan.,Это был мой план.,यह मेरी योजना थी.
It was my plan.,Это было моим планом.,यह मेरी योजना थी.
It was my turn.,Это была моя очередь.,अब मेरी बारी थी.
It was nothing.,Пожалуйста.,यह कुछ भी नहीं था।
It was outside.,Это было на улице.,यह बाहर था.
It was painful.,Это было больно.,यह दर्दनाक था।
It was perfect.,Было безупречно.,वह सम्पूर्ण था।
It was perfect.,Это было идеально.,वह सम्पूर्ण था।
It was planned.,Это было спланировано.,इसकी योजना बनाई गई थी.
It was planned.,Это было запланировано.,इसकी योजना बनाई गई थी.
It was raining.,Шёл дождь.,पानी बरस रहा था।
It was serious.,Это было серьёзно.,यह गंभीर था.
It was snowing.,Шёл снег.,यह बर्फ़ पड़ रही थी।
It was strange.,Это было странно.,वह अजीब था।
It was unusual.,Это было необычно.,यह असामान्य था.
It was useless.,Это было бесполезно.,यह बेकार था.
It was working.,Это работало.,यह काम कर रहा था.
It wasn't cold.,Холодно не было.,यह ठंडा नहीं था.
It wasn't easy.,Было нелегко.,यह आसान नहीं था.
It wasn't easy.,Это было нелегко.,यह आसान नहीं था.
It wasn't fair.,Это не было честно.,यह उचित नहीं था.
It wasn't good.,Это не было хорошо.,यह अच्छा नहीं था.
It wasn't hard.,Это не было тяжело.,यह कठिन नहीं था.
It wasn't hard.,Это было нетрудно.,यह कठिन नहीं था.
It wasn't hers.,Это было не её.,यह उसका नहीं था.
It wasn't hers.,Он был не её.,यह उसका नहीं था.
It wasn't hers.,Она была не её.,यह उसका नहीं था.
It wasn't hers.,Оно было не её.,यह उसका नहीं था.
It wasn't hers.,Это был не её.,यह उसका नहीं था.
It wasn't hers.,Это была не её.,यह उसका नहीं था.
It wasn't long.,Это было недолго.,यह लंबा नहीं था.
It wasn't luck.,Это не было везением.,यह भाग्य नहीं था.
It wasn't mine.,Это было не моё.,यह मेरा नहीं था.
It wasn't mine.,Это был не мой.,यह मेरा नहीं था.
It wasn't mine.,Это была не моя.,यह मेरा नहीं था.
It wasn't mine.,Он был не мой.,यह मेरा नहीं था.
It wasn't mine.,Она была не моя.,यह मेरा नहीं था.
It wasn't mine.,Оно было не моё.,यह मेरा नहीं था.
It wasn't ours.,Это было не наше.,यह हमारा नहीं था.
It wasn't true.,Это не было правдой.,यह सच नहीं था.
It wasn't true.,Это была неправда.,यह सच नहीं था.
It will happen.,Это случится.,यह होगा।
It will happen.,Это произойдёт.,यह होगा।
It won't budge.,Он не уступит.,यह हिलेगा नहीं.
It won't budge.,Он не сдвинется.,यह हिलेगा नहीं.
It works great.,Работает отлично.,यह बढ़िया काम करता है.
It'd be murder.,Это было бы убийство.,यह हत्या होगी.
It'd be murder.,Это было бы убийством.,यह हत्या होगी.
It'll be great.,Это будет отлично.,यह बहुत अच्छा होगा.
It'll be risky.,Это будет рискованно.,यह जोखिम भरा होगा.
It'll be sunny.,Будет солнечно.,धूप रहेगी.
It'll be tough.,Будет непросто.,यह कठिन होगा.
It'll be tough.,Будет жёстко.,यह कठिन होगा.
It's Christmas.,Это Рождество.,यह क्रिसमस है।
It's OK to cry.,Плакать — это нормально.,रोना ठीक है.
It's OK to cry.,Плакать нормально.,रोना ठीक है.
It's Tom's car.,Это машина Тома.,यह टॉम की कार है.
It's Tom's job.,Это работа Тома.,यह टॉम का काम है.
It's Wednesday.,Сегодня среда.,आज बुधवार है।
It's a bargain.,По рукам!,यह एक सौदा है।
It's a bargain.,Замётано!,यह एक सौदा है।
It's a big job.,Это большая работа.,यह बहुत बड़ा काम है.
It's a firefly.,Это светлячок.,यह जुगनू है.
It's a miracle.,Это чудо.,कमाल हो गया।
It's a mistake.,Это ошибка.,यह भूल है।
It's a new law.,Это новый закон.,यह एक नया कानून है.
It's a problem.,Это проблема.,यह एक समस्या है।
It's a snowman.,Это снеговик.,यह एक हिममानव है.
It's all Tom's.,Это всё Тома.,यह सब टॉम का है।
It's all right.,Ничего страшного.,ठीक ठाक है।
It's all white.,Всё белым-бело.,यह सब सफेद है.
It's all yours.,Это всё твоё.,ये सब आपका है।
It's an ambush!,Это засада!,यह घात है!
It's an excuse.,Это оправдание.,यह तो एक बहाना है.
It's an insult.,Это оскорбление.,यह अपमान है.
It's an old TV.,Это старый телевизор.,यह एक पुराना टीवी है.
It's an option.,Это вариант.,यह एक विकल्प है.
It's beautiful.,Красиво.,यह खूबसूरत है।
It's beautiful.,Это красиво.,यह खूबसूरत है।
It's beyond me.,Это выше моего понимания.,यह मेरे से दूर है।
It's brand new.,Он совсем новый.,यह बिल्कुल नया है.
It's cold here.,Здесь холодно.,यहां ठंड है।
It's cold here.,Холодно тут.,यहां ठंड है।
It's dangerous!,Это опасно!,यह खतरनाक है!
It's dangerous.,Это опасно.,यह खतरनाक है।
It's debatable.,Это спорно.,यह बहस का मुद्दा है.
It's demeaning.,Это унизительно.,यह अपमानजनक है.
It's difficult.,Это сложно.,यह मुश्किल है।
It's dishonest.,Это непорядочно.,यह बेईमानी है.
It's excellent.,Отлично.,उत्कृष्ट है।
It's fantastic.,Это фантастика.,यह बढ़िया है।
It's forbidden.,Это запрещено.,यह निषिद्ध है।
It's game time.,Пора поиграть.,यह खेल का समय है.
It's grotesque.,Это абсурд!,यह अजीब है.
It's hot today.,Жарко сегодня.,आज गर्मी है।
It's identical.,Это идентично.,यह समान है.
It's important.,Это важно.,यह महत्वपूर्ण है।
It's marvelous.,Это великолепно.,यह अद्भुत है.
It's no secret.,Это не секрет.,यह कोई रहस्य नहीं है.
It's not a dog.,Это не собака.,यह कुत्ता नहीं है.
It's not a toy.,Это не игрушка.,यह कोई खिलौना नहीं है.
It's not blood.,Это не кровь.,यह खून नहीं है.
It's not cheap.,Это недёшево.,यह सस्ता नहीं है.
It's not funny.,Это не смешно.,यह मजाक नहीं है।
It's not there.,Её там нет.,यह वहाँ नहीं है।
It's not there.,Его там нет.,यह वहाँ नहीं है।
It's not there.,Это не там.,यह वहाँ नहीं है।
It's not weird.,Это не странно.,यह अजीब नहीं है.
It's not yours.,Это не твоё.,ये तुम्हारा नहीं है।
It's not yours.,Это не ваше.,ये तुम्हारा नहीं है।
It's not yours.,Это не твой.,ये तुम्हारा नहीं है।
It's not yours.,Это не твоя.,ये तुम्हारा नहीं है।
It's not yours.,Это не ваш.,ये तुम्हारा नहीं है।
It's not yours.,Это не ваша.,ये तुम्हारा नहीं है।
It's on page 3.,Это на третьей странице.,यह पेज 3 पर है.
It's only 2:30.,Сейчас только половина третьего.,अभी सिर्फ 2:30 बजे हैं.
It's only 2:30.,Сейчас только полтретьего.,अभी सिर्फ 2:30 बजे हैं.
It's our fault.,Это наша ошибка.,यह हमारी गलती है.
It's our fault.,Это наша вина.,यह हमारी गलती है.
It's our fault.,Это наш промах.,यह हमारी गलती है.
It's priceless.,Ему цены нет.,यह अमूल्य है.
It's priceless.,Ей цены нет.,यह अमूल्य है.
It's ready now.,Теперь готово.,यह अब तैयार है.
It's really OK.,Это действительно хорошо.,यह सचमुच ठीक है.
It's redundant.,Это излишне.,यह अनावश्यक है.
It's redundant.,Это лишнее.,यह अनावश्यक है.
It's safe here.,Тут безопасно.,यह यहाँ सुरक्षित है.
It's so boring.,Это так скучно.,यह बहुत उबाऊ है।
It's so bright.,Так светло.,यह बहुत उज्ज्वल है.
It's so pretty.,Так мило.,यह बहुत सुंदर है।
It's so pretty.,Это так прелестно.,यह बहुत सुंदर है।
It's so simple.,Это так просто.,ये इतना सरल है।
It's so stupid.,Это так глупо.,यह बहुत बेवकूफी है.
It's so unfair.,Это так несправедливо.,यह बहुत अनुचित है।
It's still hot.,Ещё жарко.,अभी भी गर्मी है.
It's the truth.,Это правда.,यह सच है।
It's their job.,Это их работа.,यह उनका काम है.
It's there now.,Теперь это там.,यह अब वहाँ है.
It's this book.,Вот эта книга.,यह यह किताब है.
It's too early.,Слишком рано.,इसे बहुत जल्दी है।
It's too heavy.,Это слишком тяжело.,यह बहुत भारी है।
It's too heavy.,Он слишком тяжёлый.,यह बहुत भारी है।
It's too heavy.,Она слишком тяжёлая.,यह बहुत भारी है।
It's too heavy.,Оно слишком тяжёлое.,यह बहुत भारी है।
It's too quiet.,Слишком тихо.,यह बहुत शांत है.
It's too risky.,Это слишком рискованно.,यह बहुत जोखिम भरा है.
It's too short.,Слишком коротко.,यह बहुत छोटा है.
It's too small.,Оно слишком маленькое.,यह बहुत छोटा है।
It's too small.,Он слишком маленький.,यह बहुत छोटा है।
It's too small.,Она слишком маленькая.,यह बहुत छोटा है।
It's too small.,Мало́.,यह बहुत छोटा है।
It's unnatural.,Это неестественно.,यह अप्राकृतिक है.
It's up to you.,Как хочешь.,यह आप पर निर्भर करता है।
It's up to you.,Тебе решать.,यह आप पर निर्भर करता है।
It's up to you.,Вам решать.,यह आप पर निर्भर करता है।
It's up to you.,Решать тебе.,यह आप पर निर्भर करता है।
It's up to you.,Решать вам.,यह आप पर निर्भर करता है।
It's up to you.,Это тебе решать.,यह आप पर निर्भर करता है।
It's up to you.,Это вам решать.,यह आप पर निर्भर करता है।
It's very cold.,Очень холодно.,बहुत सर्दी है।
It's very dark.,Очень темно.,बहुत अंधेरा है.
It's very good.,Это очень хорошо.,यह बहुत अच्छा है।
It's very high.,Он очень высокий.,यह बहुत ऊँचा है.
It's very high.,Она очень высокая.,यह बहुत ऊँचा है.
It's very high.,Оно очень высокое.,यह बहुत ऊँचा है.
It's very late.,Уже очень поздно.,अभी बहुत देर हो गई है।
It's very late.,Очень поздно.,अभी बहुत देर हो गई है।
It's very loud.,Очень громко.,यह बहुत तेज़ है.
It's very safe.,Он очень безопасный.,यह बहुत सुरक्षित है.
It's very slow.,Это очень медленно.,यह बहुत धीमा है.
It's warm here.,Тут тепло.,यहाँ गर्मी है.
It's well done.,Хорошая работа.,यह बहुत अच्छा हुआ.
It's what I am.,Вот такой вот я.,यह वही है जो मैं हूं।
It's what I am.,Такой уж я есть.,यह वही है जो मैं हूं।
It's what I am.,Я такой.,यह वही है जो मैं हूं।
It's what I do.,Я это и делаю.,मैं यही करता हूं।
It's wonderful.,Это замечательно.,यह अद्भुत है।
It's wonderful.,Это чудесно.,यह अद्भुत है।
It's your duty.,Это твой долг.,यह आपका कर्तव्य है.
It's your duty.,Это твоя обязанность.,यह आपका कर्तव्य है.
It's your duty.,Это ваш долг.,यह आपका कर्तव्य है.
It's your duty.,Это ваша обязанность.,यह आपका कर्तव्य है.
It's your home.,Это твой дом.,यह आपका घर है.
It's your home.,Это ваш дом.,यह आपका घर है.
It's your life.,Это твоя жизнь.,यह आपकी जिंदगी है।
It's your life.,Это ваша жизнь.,यह आपकी जिंदगी है।
It's your move.,Теперь твой ход.,यह आपकी चाल है.
It's your turn.,Теперь ты.,यह आपकी बारी है।
It's your turn.,Ваша очередь.,यह आपकी बारी है।
Just apologize.,Просто извинись.,बस माफ़ी मांगो.
Just apologize.,Просто извинитесь.,बस माफ़ी मांगो.
Just be strong.,Просто будь сильным.,सिर्फ मजबूत हो।
Just be strong.,Просто будь сильной.,सिर्फ मजबूत हो।
Just be strong.,Просто будьте сильными.,सिर्फ मजबूत हो।
Just calm down.,Просто успокойся.,शांत हो जाओ।
Just follow me.,Просто следуй за мной.,बस मेरा पीछा करो।
Just follow me.,Просто иди за мной.,बस मेरा पीछा करो।
Just follow me.,Просто идите за мной.,बस मेरा पीछा करो।
Just follow me.,Просто следуйте за мной.,बस मेरा पीछा करो।
Just follow us.,Просто иди за нами.,बस हमें फ़ॉलो करें.
Just follow us.,Просто идите за нами.,बस हमें फ़ॉलो करें.
Just follow us.,Просто поезжай за нами.,बस हमें फ़ॉलो करें.
Just follow us.,Просто поезжайте за нами.,बस हमें फ़ॉलो करें.
Just follow us.,Просто следуй за нами.,बस हमें फ़ॉलो करें.
Just follow us.,Просто следуйте за нами.,बस हमें फ़ॉलो करें.
Just forget it.,Забудь.,बस इसे भूल जाओ।
Just forget it.,Да забудь.,बस इसे भूल जाओ।
Just go inside.,Просто зайди внутрь.,बस अंदर जाओ.
Just google it.,Просто загугли это.,इसे गूगल पर देखें।
Just ignore it.,Просто не обращай внимания!,बस इसे नजरअंदाज करें।
Just ignore it.,Просто не обращайте внимания!,बस इसे नजरअंदाज करें।
Just ignore it.,Просто не обращайте на это внимания!,बस इसे नजरअंदाज करें।
Just ignore it.,Просто не обращай на это внимания!,बस इसे नजरअंदाज करें।
Just let me go.,Просто отпусти меня.,बस मुझे जाने दो।
Just sign here.,Просто подпишите здесь.,बस यहां हस्ताक्षर करें.
Just sign here.,Просто подпишитесь здесь.,बस यहां हस्ताक्षर करें.
Just sign here.,Просто подпишись здесь.,बस यहां हस्ताक्षर करें.
Just sign here.,Просто распишитесь здесь.,बस यहां हस्ताक्षर करें.
Just sign here.,Просто распишись здесь.,बस यहां हस्ताक्षर करें.
Just sign this.,Просто подпиши это.,बस इस पर हस्ताक्षर करें.
Just sign this.,Просто подпишите это.,बस इस पर हस्ताक्षर करें.
Just sit there.,Просто сядь там.,बस वहीं बैठो.
Just stay away.,Просто держись подальше.,बस दूर रहो.
Just stay away.,Просто держитесь подальше.,बस दूर रहो.
Just stay calm.,Просто сохраняй спокойствие.,बस शांत रहो.
Just stay calm.,Просто сохраняйте спокойствие.,बस शांत रहो.
Just stay here.,Просто оставайся здесь.,बस यहीं रुको।
Just stop that.,Просто прекрати это.,बस उसे रोकें.
Just take mine.,Просто возьми мой.,बस मेरा ले लो.
Just take mine.,Просто возьми мою.,बस मेरा ले लो.
Just take mine.,Просто возьми моё.,बस मेरा ले लो.
Just take mine.,Просто возьмите мой.,बस मेरा ले लो.
Just take mine.,Просто возьмите мою.,बस मेरा ले लो.
Just take mine.,Просто возьмите моё.,बस मेरा ले लो.
Just wait here.,Просто подожди здесь.,बस यहीं रुको.
Just wait here.,Просто жди здесь.,बस यहीं रुको.
Just wait here.,Просто ждите здесь.,बस यहीं रुको.
Keep it simple.,Не усложняйте.,इसे सरल रखें।
Keep it simple.,Не усложняй.,इसे सरल रखें।
Keep listening.,Продолжай слушать.,सुनते रहो।
Keep listening.,Слушай дальше.,सुनते रहो।
Keep listening.,Слушайте дальше.,सुनते रहो।
Keep on trying.,Продолжай попытки.,कोशिश करते रहें।
Keep on trying.,Продолжайте попытки.,कोशिश करते रहें।
Keep searching.,Продолжай искать.,खोज जारी रखिये।
Keep searching.,Продолжайте искать.,खोज जारी रखिये।
Keep searching.,Продолжай поиски.,खोज जारी रखिये।
Keep searching.,Продолжайте поиски.,खोज जारी रखिये।
Keep searching.,Ищи дальше.,खोज जारी रखिये।
Keep searching.,Ищите дальше.,खोज जारी रखिये।
Keep the money.,Оставь деньги себе.,पैसे रखो.
Keep the money.,Оставьте деньги себе.,पैसे रखो.
Keep your cool.,Сохраняй спокойствие.,दिमाग शांत रखो।
Kids are cruel.,Дети жестоки.,बच्चे क्रूर होते हैं.
Large or small?,Большой или маленький?,बड़े या छोटे?
Lean in closer.,Наклонись поближе.,करीब झुक जाओ.
Lean in closer.,Наклонитесь поближе.,करीब झुक जाओ.
Leave it there.,Оставь его там.,वहाँ छोड़ दें।
Leave it there.,Оставь это там.,वहाँ छोड़ दें।
Leave it there.,Оставьте это там.,वहाँ छोड़ दें।
Leave it there.,Оставьте его там.,वहाँ छोड़ दें।
Leave it there.,Оставьте её там.,वहाँ छोड़ दें।
Leave it there.,Оставь её там.,वहाँ छोड़ दें।
Leave it to me.,Оставь это мне.,इसे मेरे ऊपर छोड़ दो।
Leave it to me.,Положитесь на меня.,इसे मेरे ऊपर छोड़ दो।
Leave it to me.,Предоставьте это мне.,इसे मेरे ऊपर छोड़ दो।
Leave it to me.,Предоставь это мне.,इसे मेरे ऊपर छोड़ दो।
Leave it to me.,Оставьте это мне.,इसे मेरे ऊपर छोड़ दो।
Leave it to us.,Оставь это нам.,यह हमारे लिए छोड़ दें।
Leave it to us.,Оставьте это нам.,यह हमारे लिए छोड़ दें।
Leave me alone!,Отстань!,मुझे अकेला छोड़ दो!
Leave me alone!,Оставьте меня в покое!,मुझे अकेला छोड़ दो!
Leave me alone.,Оставьте меня в покое.,मुझे अकेला छोड़ दो।
Leave me alone.,Оставь меня в покое.,मुझे अकेला छोड़ दो।
Leave my house.,Уходи из моего дома.,मेरा घर छोड़ो।
Leave my house.,Уходите из моего дома.,मेरा घर छोड़ो।
Leave the room.,Покиньте комнату.,कमरे से बाहर चले जाओ।
Leave the room.,Выйди из комнаты.,कमरे से बाहर चले जाओ।
Leave the room.,Выйдите из комнаты.,कमरे से बाहर चले जाओ।
Leave tomorrow.,Уезжайте завтра.,कल जाओ।
Leave tomorrow.,Уезжай завтра.,कल जाओ।
Leave tomorrow.,Выезжай завтра.,कल जाओ।
Leave tomorrow.,Выезжайте завтра.,कल जाओ।
Leave us alone.,Оставьте нас в покое!,हमें अकेला छोड़ दो।
Leave us alone.,Оставь нас в покое!,हमें अकेला छोड़ दो।
Let Tom answer.,Пусть Том ответит.,टॉम को उत्तर देने दीजिए.
Let Tom answer.,Дай Тому ответить.,टॉम को उत्तर देने दीजिए.
Let Tom answer.,Дайте Тому ответить.,टॉम को उत्तर देने दीजिए.
Let Tom decide.,Пусть Том решает.,टॉम को निर्णय लेने दीजिए।
Let Tom decide.,Пусть Том решит.,टॉम को निर्णय लेने दीजिए।
Let Tom finish.,Дайте Тому закончить.,टॉम को ख़त्म करने दो।
Let Tom finish.,Дай Тому закончить.,टॉम को ख़त्म करने दो।
Let Tom finish.,Пусть Том закончит.,टॉम को ख़त्म करने दो।
Let Tom try it.,Пусть Том попробует.,टॉम को इसे आज़माने दो।
Let Tom try it.,Дай Тому попробовать.,टॉम को इसे आज़माने दो।
Let me come in.,Впустите меня.,मुझे अंदर आने दो
Let me come in.,Впусти меня.,मुझे अंदर आने दो
Let me come in.,Позвольте войти.,मुझे अंदर आने दो
Let me copy it.,Дай списать.,मुझे इसे कॉपी करने दीजिए.
Let me do that.,Дайте я это сделаю.,मुझे वह करने दो.
Let me do that.,Дай я это сделаю.,मुझे वह करने दो.
Let me do that.,Позвольте мне это сделать.,मुझे वह करने दो.
Let me do this.,Позволь мне сделать это.,मुझे यह करने दो।
Let me explain.,Дай я объясню.,मुझे समझाने दो।
Let me explain.,Дайте мне объяснить.,मुझे समझाने दो।
Let me feel it.,Дай мне это почувствовать.,मुझे इसे महसूस करने दो.
Let me hear it.,Дай мне послушать это.,मुझे इसे सुनने दो.
Let me hold it.,Дай я его подержу.,मुझे इसे पकड़ने दो.
Let me hold it.,Дайте я его подержу.,मुझे इसे पकड़ने दो.
Let me hold it.,Дай я её подержу.,मुझे इसे पकड़ने दो.
Let me hold it.,Дайте я её подержу.,मुझे इसे पकड़ने दो.
Let me hold it.,Давай я его подержу.,मुझे इसे पकड़ने दो.
Let me hold it.,Давайте я его подержу.,मुझे इसे पकड़ने दो.
Let me hold it.,Давай я её подержу.,मुझे इसे पकड़ने दो.
Let me hold it.,Давайте я её подержу.,मुझे इसे पकड़ने दो.
Let the boy go.,Отпусти мальчика.,लड़के को जाने दो.
Let the boy go.,Отпустите мальчика.,लड़के को जाने दो.
Let us go home.,Давайте пойдём домой.,चलो घर चलते हैं.
Let us go home.,Пойдём домой.,चलो घर चलते हैं.
Let us go home.,Пойдёмте домой.,चलो घर चलते हैं.
Let's all sing.,Давайте все споём.,आइए हम सब गाएं.
Let's ask them.,Давай их спросим.,आइए उनसे पूछें.
Let's ask them.,Давай их попросим.,आइए उनसे पूछें.
Let's ask them.,Давайте их спросим.,आइए उनसे पूछें.
Let's ask them.,Давайте их попросим.,आइए उनसे पूछें.
Let's be clear.,"Давай расставим точки над ""и"".",आइए स्पष्ट हों।
Let's be happy.,Давайте будем счастливыми.,चलो खुश होएं।
Let's call Tom.,Давай позовём Тома.,चलिए टॉम को बुलाते हैं।
Let's call Tom.,Давайте позовём Тома.,चलिए टॉम को बुलाते हैं।
Let's call Tom.,Давай позвоним Тому.,चलिए टॉम को बुलाते हैं।
Let's call Tom.,Давайте позвоним Тому.,चलिए टॉम को बुलाते हैं।
Let's call Tom.,Позовём Тома!,चलिए टॉम को बुलाते हैं।
Let's call Tom.,Позвоним Тому!,चलिए टॉम को बुलाते हैं।
Let's continue.,Продолжим!,आगे है।
Let's continue.,Давайте продолжим.,आगे है।
Let's eat here.,Давай здесь поедим.,चलो यहीं खाना खाते हैं.
Let's eat here.,Давайте здесь поедим.,चलो यहीं खाना खाते हैं.
Let's end this.,Давай закончим это.,चलिए इसे ख़त्म करते हैं.
Let's find Tom.,Давай найдём Тома.,आइए टॉम को खोजें।
Let's find Tom.,Давайте найдём Тома.,आइए टॉम को खोजें।
Let's find out.,Давай узнаем.,चलो पता करते हैं।
Let's find out.,Давай выясним.,चलो पता करते हैं।
Let's find out.,Давайте выясним.,चलो पता करते हैं।
Let's find out.,Давайте узнаем.,चलो पता करते हैं।
Let's fire Tom.,Давай уволим Тома.,चलो टॉम को बर्खास्त करें।
Let's fire Tom.,Давайте уволим Тома.,चलो टॉम को बर्खास्त करें।
Let's fix this.,Давайте исправим это.,आइए इसे ठीक करें.
Let's fix this.,Давайте это исправим.,आइए इसे ठीक करें.
Let's get busy.,Давай займемся делом.,आओ हम व्यस्त हो जाएं।
Let's go Dutch.,Давай каждый заплатит за себя.,लंच पर चलते है।
Let's go Dutch.,Давай каждый сам за себя заплатит.,लंच पर चलते है।
Let's go again.,Давай ещё раз сходим.,आइए फिर सेे चलें।
Let's go again.,Давайте ещё раз сходим.,आइए फिर सेे चलें।
Let's go again.,Давай ещё раз съездим.,आइए फिर सेे चलें।
Let's go again.,Давайте ещё раз съездим.,आइए फिर सेे चलें।
Let's go again.,Пойдём ещё раз.,आइए फिर सेे चलें।
Let's go again.,Поедем ещё раз.,आइए फिर सेे चलें।
Let's go again.,Поехали ещё раз.,आइए फिर सेे चलें।
Let's go early.,Пойдём пораньше.,चलो जल्दी चलते हैं.
Let's go early.,Пойдёмте пораньше.,चलो जल्दी चलते हैं.
Let's go there.,Пойдём туда.,चलो वहाँ जाये।
Let's go there.,Пойдёмте туда.,चलो वहाँ जाये।
Let's go there.,Поедем туда.,चलो वहाँ जाये।
Let's go there.,Пошли туда.,चलो वहाँ जाये।
Let's go there.,Поехали туда.,चलो वहाँ जाये।
Let's go today.,Поедем сегодня.,चलो आज चलते हैं.
Let's go today.,Поехали сегодня.,चलो आज चलते हैं.
Let's go today.,Пойдём сегодня.,चलो आज चलते हैं.
Let's go today.,Пошли сегодня.,चलो आज चलते हैं.
Let's have tea.,Давай чаю выпьем.,चाय पीते हैं।
Let's have tea.,Давайте чаю выпьем.,चाय पीते हैं।
Let's help Tom.,Давай поможем Тому.,आइए टॉम की मदद करें।
Let's help Tom.,Давайте поможем Тому.,आइए टॉम की मदद करें।
Let's hope not.,"Будем надеяться, что нет.",आशा करते हैं कि ऐसा न हो।
Let's hope not.,"Давай надеяться, что нет.",आशा करते हैं कि ऐसा न हो।
Let's hurry up.,Давай поторопимся.,चलो जल्दी चलो।
Let's hurry up.,Давайте поторопимся.,चलो जल्दी चलो।
Let's hurry up.,Давайте поспешим.,चलो जल्दी चलो।
Let's hurry up.,Давай поспешим.,चलो जल्दी चलो।
Let's just eat.,Давай просто поедим.,चलो बस खा लो.
Let's just eat.,Давайте просто поедим.,चलो बस खा लो.
Let's not play.,Давай не будем играть.,चलो मत खेलो.
Let's not play.,Давайте не будем играть.,चलो मत खेलो.
Let's not talk.,Не будем разговаривать.,चलिए बात नहीं करते.
Let's not wait.,Давай не будем ждать.,आइए इंतजार न करें.
Let's not wait.,Давайте не будем ждать.,आइए इंतजार न करें.
Let's play tag.,Давай в пятнашки.,आइए टैग खेलें.
Let's practice.,Давайте попрактикуемся.,का अभ्यास करते हैं।
Let's practice.,Давайте практиковаться.,का अभ्यास करते हैं।
Let's run away.,Давай сбежим.,आओ भाग चलें।
Let's run away.,Давайте сбежим.,आओ भाग चलें।
Let's run away.,Давай убежим.,आओ भाग चलें।
Let's run away.,Давайте убежим.,आओ भाग चलें।
Let's sit down.,Давайте присядем.,चलो बैठ जाएँ।
Let's sit down.,Давай сядем.,चलो बैठ जाएँ।
Let's sit down.,Давайте сядем.,चलो बैठ जाएँ।
Let's split it.,Давай разделим это.,आइए इसे विभाजित करें.
Let's stand up.,Давайте встанем.,चलो खड़े हो जाओ.
Let's watch TV.,Давайте посмотрим телевизор.,हमें टीवी देखना चाहिए।
Life is unfair.,Жизнь несправедлива.,जीवन अनुचित है।
