English,Russian
Tom left town.,Том уехал из города.
Tom let me go.,Том меня отпустил.
Tom let me in.,Том впустил меня.
Tom let me in.,Том меня впустил.
Tom let us go.,Том отпустил нас.
Tom liked you.,Ты понравился Тому.
Tom liked you.,Ты понравилась Тому.
Tom liked you.,Вы понравились Тому.
Tom likes her.,Она нравится Тому.
Tom likes her.,Тому она нравится.
Tom likes him.,Он нравится Тому.
Tom likes him.,Тому он нравится.
Tom likes rum.,Том любит ром.
Tom likes tea.,Том любит чай.
Tom likes you.,Вы нравитесь Тому.
Tom likes you.,Ты нравишься Тому.
Tom looked up.,Том посмотрел наверх.
Tom looks bad.,Том плохо выглядит.
Tom looks ill.,Том выглядит больным.
Tom looks old.,Том выглядит старым.
Tom looks sad.,Том выглядит грустным.
Tom lost Mary.,Том потерял Мэри.
Tom lost hope.,Том потерял надежду.
Tom loved you.,Том любил тебя.
Tom loved you.,Том любил вас.
Tom loved you.,Том тебя любил.
Tom loved you.,Том вас любил.
Tom loves art.,Тому нравится искусство.
Tom loves you.,Том тебя любит.
Tom loves you.,Том вас любит.
Tom loves you.,Том любит Вас.
Tom made rice.,Том приготовил рис.
Tom may leave.,Том может уходить.
Tom might cry.,Том может заплакать.
Tom might die.,"Том, наверное, умрёт."
Tom must come.,Том должен прийти.
Tom needed it.,Тому он был нужен.
Tom needed it.,Тому она была нужна.
Tom needed it.,Тому оно было нужно.
Tom needed us.,Мы были нужны Тому.
Tom needed us.,Том в нас нуждался.
Tom needs you.,Ты нужен Тому.
Tom needs you.,Вы нужны Тому.
Tom nodded OK.,Том утвердительно кивнул.
Tom obeyed me.,Том меня послушал.
Tom obeyed me.,Том подчинился мне.
Tom overslept.,Том проспал.
Tom paid Mary.,Том заплатил Мэри.
Tom paid cash.,Том заплатил наличными.
Tom passed by.,Том прошёл мимо.
Tom passed by.,Том проходил мимо.
Tom phoned me.,Том мне позвонил.
Tom protested.,Том запротестовал.
Tom protested.,Том протестовал.
Tom pushed me.,Том меня толкнул.
Tom raised me.,Том меня вырастил.
Tom recovered.,Том выздоровел.
Tom recovered.,Том отошёл.
Tom remembers.,Том помнит.
Tom runs fast.,Том быстро бегает.
Tom rushed in.,Том вбежал.
Tom rushed in.,Том ворвался.
Tom said that.,Том это сказал.
Tom said that.,Том так сказал.
Tom sat alone.,Том сидел один.
Tom sat alone.,Том сидел в одиночестве.
Tom sat still.,Том сидел тихо.
Tom scared me.,Том меня напугал.
Tom scared us.,Том нас напугал.
Tom scares me.,Том меня пугает.
Tom set me up.,Том меня подставил.
Tom shot Mary.,Том выстрелил в Мэри.
Tom should go.,Тому надо идти.
Tom should go.,Тому стоит пойти.
Tom should go.,Тому стоит поехать.
Tom shuddered.,Том вздрогнул.
Tom signed in.,Том вошёл в систему.
Tom signed in.,Том зарегистрировался.
Tom snickered.,Том поржал.
Tom staggered.,Том пошатывался.
Tom stammered.,Том заикался.
Tom succeeded.,Тому это удалось.
Tom succeeded.,У Тома получилось.
Tom succeeded.,Том преуспел.
Tom sued Mary.,Том подал на Мэри в суд.
Tom taught me.,Том меня научил.
Tom texted me.,Том написал мне СМС.
Tom thinks so.,Том так думает.
Tom told Mary.,Том сказал Мэри.
Tom trusts me.,Том мне доверяет.
Tom trusts us.,Том нам доверяет.
Tom turned 13.,Тому исполнилось тринадцать.
Tom turned 13.,Тому исполнилось тринадцать лет.
Tom undressed.,Том разделся.
Tom walked in.,Вошёл Том.
Tom walked on.,Том пошёл дальше.
Tom wants you.,Ты нужна Тому.
Tom wants you.,Том тебя хочет.
Tom warned us.,Том нас предупредил.
Tom was a spy.,Том был шпионом.
Tom was alive.,Том был жив.
Tom was alone.,Том был один.
Tom was angry.,Том был зол.
Tom was blind.,Том был слепым.
Tom was bored.,Тому было скучно.
Tom was bored.,Том скучал.
Tom was brave.,Том был храбрым.
Tom was brave.,Том был смелым.
Tom was crazy.,Том был сумасшедшим.
Tom was crazy.,Том был не в себе.
Tom was cruel.,Том был жесток.
Tom was dirty.,Том был грязный.
Tom was dizzy.,У Тома кружилась голова.
Tom was drunk.,Том был пьян.
Tom was dying.,Фома умирал.
Tom was dying.,Том умирал.
Tom was early.,Том пришёл рано.
Tom was fired.,Тома уволили.
Tom was fired.,Том был уволен.
Tom was first.,Том был первым.
Tom was frank.,Том был откровенен.
Tom was fussy.,Том был нервным.
Tom was happy.,Том был счастлив.
Tom was harsh.,Том был грубым.
Tom was hired.,Тома взяли на работу.
Tom was hired.,Тома приняли на работу.
Tom was irked.,Том был раздражён.
Tom was livid.,Том был в ярости.
Tom was livid.,Том был зол.
Tom was livid.,Том был очень сердитый.
Tom was livid.,Том был разозлён.
Tom was lucky.,Тому повезло.
Tom was lucky.,Тому везло.
Tom was lying.,Том лгал.
Tom was lying.,Том говорил неправду.
Tom was moody.,Том был капризным.
Tom was moody.,Том был угрюмым.
Tom was naive.,Том был наивен.
Tom was naked.,Том был голый.
Tom was naked.,Том был обнажён.
Tom was on TV.,Тома показывали по телевизору.
Tom was on TV.,Тома показали по телевизору.
Tom was proud.,Том был горд.
Tom was quiet.,Том был тихим.
Tom was ready.,Том был готов.
Tom was right.,Том был прав.
Tom was silly.,Том был глуп.
Tom was smart.,Том был умным.
Tom was sober.,Том был трезв.
Tom was tense.,Том был напряжён.
Tom was there.,Том там был.
Tom was third.,Том был третьим.
Tom was timid.,Том был застенчив.
Tom was tipsy.,Том был подшофе.
Tom was tired.,Том был уставшим.
Tom was tired.,Том устал.
Tom was tough.,Том был крутым.
Tom was tough.,Том был упрямым.
Tom was upset.,Том был расстроен.
Tom was vague.,Том выразился неопределённо.
Tom was vague.,Том говорил неконкретно.
Tom was vague.,Том выражался туманно.
Tom was vague.,Том отвечал уклончиво.
Tom was vague.,Том избегал конкретики.
Tom was witty.,Том был остроумен.
Tom was wrong.,Том ошибался.
Tom was wrong.,Том был не прав.
Tom was young.,Том был молод.
Tom went away.,Том ушёл.
Tom went back.,Том пошёл обратно.
Tom went back.,Том поехал обратно.
Tom went home.,Том пошёл домой.
Tom went home.,Том поехал домой.
Tom went home.,Том ушёл домой.
Tom went nuts.,Том сошёл с ума.
Tom went nuts.,Том спятил.
Tom went pale.,Том побледнел.
Tom went west.,Том пошёл на запад.
Tom went west.,Том отправился на запад.
Tom whispered.,Том вздохнул.
Tom will call.,Том позвонит.
Tom will come.,Том придёт.
Tom will cook.,Том будет готовить.
Tom will cook.,Том приготовит.
Tom will fail.,У Тома ничего не получится.
Tom will fail.,У Тома ничего не выйдет.
Tom will help.,Том поможет.
Tom will help.,Том будет помогать.
Tom will know.,Том узнает.
Tom will live.,Том будет жить.
Tom will lose.,Том проиграет.
Tom will obey.,Том подчинится.
Tom will obey.,Том послушается.
Tom will pass.,Том пройдёт.
Tom will sing.,Том будет петь.
Tom will sing.,Том споёт.
Tom will stay.,Том останется.
Tom will talk.,Том будет говорить.
Tom will wait.,Том подождёт.
Tom will walk.,Том пойдёт пешком.
Tom will work.,Том будет работать.
Tom won again.,Том снова победил.
Tom won again.,Том опять выиграл.
Tom won today.,Том сегодня выиграл.
Tom won today.,Том сегодня победил.
Tom won't cry.,Том не будет плакать.
Tom won't die.,Том не умрёт.
Tom won't eat.,Том не будет есть.
Tom won't eat.,Том не желает есть.
Tom won't pay.,Том не будет платить.
Tom won't pay.,Том не заплатит.
Tom won't win.,Том не выиграет.
Tom won't win.,Том не победит.
Tom wore this.,Том это носил.
Tom would cry.,Том бы заплакал.
Tom zoomed in.,Том приблизил вид.
Tom'll change.,Том изменится.
Tom'll manage.,Том справится.
Tom's a drunk.,Том пьяница.
Tom's a klutz.,Том — недотёпа.
Tom's adopted.,Том усыновлён.
Tom's arrived.,Том прибыл.
Tom's arrived.,Том приехал.
Tom's changed.,Том изменился.
Tom's choking.,Том задыхается.
Tom's cooking.,Том готовит.
Tom's cooking.,Том готовит еду.
Tom's correct.,Том прав.
Tom's defiant.,Том дерзкий.
Tom's elderly.,Том пожилой.
Tom's escaped.,Том сбежал.
Tom's escaped.,Том убежал.
Tom's excited.,Том возбуждён.
Tom's fainted.,Том слаб.
Tom's fainted.,Том слабый.
Tom's fainted.,Том вялый.
Tom's fainted.,Том ослабевший.
Tom's furious.,Том в ярости.
Tom's healthy.,Том здоров.
Tom's helping.,Том помогает.
Tom's injured.,Том ранен.
Tom's jealous.,Том ревнует.
Tom's leaving.,Том уходит.
Tom's leaving.,Том уезжает.
Tom's married.,Том женат.
Tom's missing.,Не хватает Тома.
Tom's missing.,Том отсутствует.
Tom's not fat.,Том не толстый.
Tom's outside.,Том снаружи.
Tom's outside.,Том на улице.
Tom's packing.,Том собирает чемоданы.
Tom's packing.,Том собирает вещи.
Tom's retired.,Том на пенсии.
Tom's retired.,Том в отставке.
Tom's sincere.,Том искренен.
Tom's singing.,Том поёт.
Tom's smiling.,Том улыбается.
Tom's smoking.,Том курит.
Tom's snoring.,Том храпит.
Tom's strange.,Том странный.
Tom's thirsty.,Том хочет пить.
Tom's thirsty.,Тому хочется пить.
Tom's too fat.,Том слишком толстый.
Tom's trapped.,Том в ловушке.
Tom's unarmed.,Том не вооружён.
Tom's unarmed.,Том безоружен.
Tom's unhappy.,Том несчастен.
Tom's violent.,Том жестокий.
Tom's waiting.,Том ждёт.
Tom's waiting.,Том ждет.
Tom's winning.,Том выигрывает.
Tom's winning.,Том побеждает.
Tom's working.,Том работает.
Tom's worried.,Том беспокоится.
Tom's wounded.,Том ранен.
Tom's yelling.,Том орёт.
"Tom, I'm back.","Том, я вернулся."
"Tom, I'm back.","Том, я вернулась."
"Tom, I'm here.","Том, я здесь."
"Tom, I'm home.","Том, я дома."
"Tom, hurry up.","Том, быстрей."
Try and do it.,Попробуй сделай это.
Try and do it.,Попробуйте сделайте это.
Try to escape.,Постарайся сбежать.
Try to escape.,Постарайтесь сбежать.
Try to escape.,Попробуй сбежать.
Try to escape.,Попробуйте сбежать.
Try your luck.,Попытайте счастья.
Try your luck.,Попытай счастья.
Turn that off.,Выключи это.
Turn that off.,Выключите это.
Turn the page.,Переверни страницу.
Turn the page.,Переверните страницу.
Turn this off.,Выключи это.
Turn this off.,Выключите это.
Use your fist.,Используйте свой кулак.
Use your fist.,Используй свой кулак.
Use your head.,Пошевели мозгами.
Use your head.,Думай своей головой.
Wait a minute.,Подожди минутку.
Wait a minute.,Подождите минутку.
Wait a moment.,Подожди секунду.
Wait a moment.,Подожди секундочку.
Wait a moment.,Погодите минутку.
Wait a second.,Подожди секундочку.
Wait a second.,Подождите секундочку.
Wait till six.,Подожди до шести.
Wait till six.,Подожди до шести часов.
Wait till six.,Подождите до шести часов.
Wait till six.,Подождите до шести.
Wake the kids.,Разбуди детей.
Wake the kids.,Разбудите детей.
Wake the kids.,Буди детей.
Wake the kids.,Будите детей.
Was I snoring?,Я храпел?
Was Tom alone?,Том был один?
Was Tom angry?,Том злился?
Was Tom angry?,Том сердился?
Was Tom fired?,Тома уволили?
Was Tom fired?,Том был уволен?
Was Tom happy?,Том был счастлив?
Was Tom happy?,Том был доволен?
Was Tom right?,Том был прав?
Was Tom there?,Том там был?
Was Tom wrong?,Том был неправ?
Was it a joke?,Это была шутка?
Was it a joke?,Это было шуткой?
Was it useful?,Было ли это полезно?
Was that a no?,Это означало нет?
Watch TV here.,Смотри телевизор здесь.
Watch TV here.,Смотрите телевизор здесь.
Watch closely.,Посмотри внимательно.
Watch closely.,Посмотрите внимательно.
"Water, please.","Воды, пожалуйста."
We admire you.,Мы тобой восхищаемся.
We admire you.,Мы восхищаемся вами.
We admire you.,Мы вами восхищаемся.
We all agreed.,Мы все согласились.
We all change.,Все мы меняемся.
We are at war.,Мы находимся в состоянии войны.
We are doomed.,Мы обречены.
We are hungry.,Мы голодны.
We are hungry.,Мы проголодались.
We are hungry.,Мы есть хотим.
We are hungry.,Мы голодные.
We are hungry.,Мы хотим есть.
We both agree.,Мы оба согласны.
We both agree.,Мы обе согласны.
We both cried.,Мы оба плакали.
We both cried.,Мы обе плакали.
We both snore.,Мы оба храпим.
We both snore.,Мы обе храпим.
We called Tom.,Мы позвонили Тому.
We can buy it.,Мы можем его купить.
We can buy it.,Мы можем её купить.
We can go now.,Теперь мы можем идти.
We can use it.,Мы можем использовать его.
We can't fail.,Мы не можем потерпеть неудачу.
We can't lose.,Мы не можем проиграть.
We can't lose.,Нам нельзя проигрывать.
We can't stay.,Мы не можем остаться.
We can't stop.,Мы не можем остановиться.
We can't wait.,Мы не можем ждать.
We caught Tom.,Мы поймали Тома.
We caught you.,Мы вас поймали.
We caught you.,Мы Вас поймали.
We caught you.,Мы тебя поймали.
We could wait.,Мы могли бы подождать.
We could walk.,Мы могли бы пройтись.
We could walk.,Мы могли бы пройтись пешком.
We didn't ask.,Мы не спрашивали.
We didn't ask.,Мы не спросили.
We didn't try.,Мы не пробовали.
We don't care.,Нам всё равно.
We don't know.,Мы не знаем.
We don't know.,Не знаем.
We don't sing.,Мы не поём.
We don't swim.,Мы не плаваем.
We drank beer.,Мы пили пиво.
We drank beer.,Мы выпили пиво.
We eat at six.,Мы едим в шесть.
We fixed that.,Мы это починили.
We fixed that.,Мы это исправили.
We found them.,Мы их нашли.
We got robbed.,Нас ограбили.
We had a plan.,У нас был план.
We had a test.,У нас была контрольная.
We had doubts.,У нас были сомнения.
We have a car.,У нас есть машина.
We have a dog.,У нас есть собака.
We have plans.,У нас есть планы.
We have plans.,У нас имеются планы.
We have rules.,У нас есть правила.
We have to go.,Нам надо пойти.
We have to go.,Нам надо идти.
We have to go.,Нам надо поехать.
We helped Tom.,Мы помогли Тому.
We hit a deer.,Мы сбили оленя.
We hit it off.,Мы поладили.
We hit it off.,Мы нашли общий язык.
We left early.,Мы ушли пораньше.
We left early.,Мы уехали рано.
We like games.,Нам нравятся игры.
We like games.,Мы любим игры.
We like music.,Мы любим музыку.
We like music.,Нам нравится музыка.
We love trees.,Мы любим деревья.
We meant well.,Мы хотели как лучше.
We met before.,Мы встречались раньше.
We met before.,Мы уже встречались.
We missed Tom.,Мы скучали по Тому.
We missed you.,Мы по тебе скучали.
We missed you.,Мы по вам скучали.
We missed you.,Нам тебя не хватало.
We missed you.,Нам вас не хватало.
We must check.,Мы должны обязательно проверить.
We must focus.,Мы должны сосредоточиться.
We must hurry.,Мы должны торопиться.
We must leave.,Мы должны уйти.
We must leave.,Мы должны уехать.
We must speak.,Мы должны говорить.
We must speak.,Мы должны высказаться.
We need a car.,Нам нужна машина.
We need a map.,Нам нужна карта.
We need money.,Нам нужны деньги.
We need paper.,Нам нужна бумага.
We need proof.,Нам нужны доказательства.
We need rules.,Нам нужны правила.
We need sleep.,Нам нужно поспать.
We need to go.,Нам нужно идти.
We need to go.,Нам нужно ехать.
We need tools.,Нам нужны инструменты.
We need water.,Нам нужна вода.
We never lose.,Мы никогда не проигрываем.
We never sing.,Мы вообще не поём.
We never swim.,Мы никогда не плаваем.
We never talk.,Мы никогда не разговариваем.
We stopped it.,Мы остановили это.
We stopped it.,Мы прекратили это.
We take risks.,Мы рискуем.
We talk a lot.,Мы много говорим.
We took a cab.,Мы взяли такси.
We tried that.,Мы попробовали.
We tried that.,Мы это попробовали.
We tried that.,Мы пробовали.
We understand.,Мы понимаем.
We understand.,Понимаем.
We want a car.,Мы хотим машину.
We want candy.,Мы хотим конфет.
We want peace.,Мы хотим мира.
We want to go.,Мы хотим пойти.
We want to go.,Мы хотим поехать.
We wanted Tom.,Мы хотели Тома.
We were alone.,Мы были одни.
We were bored.,Нам было скучно.
We were drunk.,Мы были пьяны.
We were drunk.,Мы были пьяные.
We were happy.,Мы были счастливы.
We were lucky.,Нам повезло.
We were lucky.,Нам везло.
We were ready.,Мы были готовы.
We were there.,Мы были там.
We were tired.,Мы устали.
We were tired.,Мы были уставшими.
We were upset.,Мы были расстроены.
We were wrong.,Мы ошибались.
We were wrong.,Мы были не правы.
We were young.,Мы были молоды.
We will fight.,Мы будем сражаться.
We will fight.,Мы будем драться.
We won't lose.,Мы не проиграем.
We won't lose.,Мы не проиграем!
We won't sing.,Мы не будем петь.
We won't swim.,Мы не будем плавать.
We won't tell.,Мы не скажем.
We won't tell.,Мы не расскажем.
We wonder why.,Мы спрашиваем себя почему.
We work there.,Мы там работаем.
We'll all die.,Мы все умрём.
We'll ask Tom.,Мы спросим Тома.
We'll be back.,Мы вернёмся.
We'll be busy.,Мы будем заняты.
We'll be fast.,Мы быстро.
We'll be here.,Будем тут.
We'll be here.,Мы будем тут.
We'll be here.,Будем здесь.
We'll be here.,Мы будем здесь.
We'll be late.,Будем поздно.
We'll be late.,Мы опоздаем.
We'll be late.,Мы будем поздно.
We'll both go.,Мы оба пойдём.
We'll both go.,Мы обе пойдём.
We'll both go.,Мы оба поедем.
We'll both go.,Мы обе поедем.
We'll do that.,Мы это сделаем.
We'll do that.,Мы сделаем это.
We'll explain.,Мы объясним.
We'll find it.,Мы его найдём.
We'll find it.,Мы её найдём.
We'll go home.,Мы пойдём домой.
We'll hide it.,Мы его спрячем.
We'll hide it.,Мы её спрячем.
We'll make it.,Мы сделаем это.
We'll need it.,Нам это понадобится.
We'll need it.,Он нам понадобится.
We'll need it.,Она нам понадобится.
We'll need it.,Оно нам понадобится.
We'll respond.,Мы ответим.
We'll risk it.,Мы рискнём.
We'll stop it.,Мы это остановим.
We'll succeed.,У нас всё получится.
We'll survive.,Мы выживем.
We'll take it.,Мы это возьмём.
We're ashamed.,Нам стыдно.
We're at home.,Мы дома.
We're baffled.,Мы озадачены.
We're both OK.,Мы оба в порядке.
We're both OK.,Мы обе в порядке.
We're buddies.,Мы приятели.
We're careful.,Мы осторожны.
We're certain.,Мы уверены.
We're cousins.,Мы двоюродные братья.
We're cousins.,Мы двоюродные сёстры.
We're cousins.,Мы двоюродные брат и сестра.
We're cowards.,Мы трусы.
We're curious.,Мы заинтригованы.
We're dancing.,Мы танцуем.
We're dieting.,Мы на диете.
We're doctors.,Мы врачи.
We're enemies.,Мы враги.
We're engaged.,Мы помолвлены.
We're engaged.,Мы обручены.
We're fasting.,Мы постимся.
We're frantic.,Мы отчаянные.
We're friends.,Мы друзья.
We're friends.,Мы подруги.
We're friends.,Мы дружим.
We're in love.,Мы влюблены.
We're in love.,Мы влюблены друг в друга.
We're in pain.,Нам больно.
We're in pain.,Мы испытываем боль.
We're jealous.,Мы ревнуем.
We're jealous.,Мы ревнивые.
We're kidding.,Мы шутим.
We're lawyers.,Мы адвокаты.
We're leaving.,Мы уходим.
We're leaving.,Мы уезжаем.
We're married.,Мы женаты.
We're married.,Мы состоим в браке.
We're nervous.,Мы нервничаем.
We're not fit.,Мы не в форме.
We're not old.,Мы не старые.
We're on time.,Мы вовремя.
We're on time.,Мы успели вовремя.
We're parents.,Мы родители.
We're patient.,Мы терпеливы.
We're prudent.,Мы благоразумны.
We're puzzled.,Мы в замешательстве.
We're puzzled.,Мы озадачены.
We're reading.,Мы читаем.
We're related.,Мы родственники.
We're serious.,Мы серьёзно.
We're shocked.,Мы шокированы.
We're shocked.,Мы потрясены.
We're shocked.,Мы в шоке.
We're sincere.,Мы искренни.
We're sinking.,Мы тонем.
We're sinking.,Мы идём ко дну.
We're so busy.,Мы так заняты.
We're so busy.,Мы так заняты!
We're special.,Мы особенные.
We're stalled.,Мы зашли в тупик.
We're stalled.,Мы в тупике.
We're staying.,Мы остаёмся.
We're thieves.,Мы воры.
We're too old.,Мы слишком старые.
We're touched.,Мы тронуты.
We're trapped!,Мы попали в ловушку.
We're trapped!,Мы попались!
We're trapped!,Мы в ловушке.
We're trapped.,Мы попали в ловушку.
We're trapped.,Мы в ловушке.
We're unlucky.,Мы невезучие.
We're unlucky.,Нам не везёт.
We're useless.,Мы бесполезны.
We're waiting.,Мы ждём.
We're wealthy.,Мы богаты.
We're winners.,Мы победители.
We're winning.,Мы побеждаем.
We're winning.,Мы выигрываем.
We're working.,Мы работаем.
We're worried.,Мы беспокоимся.
We've arrived.,Мы приехали.
We've arrived.,Приехали.
We've done it.,Мы сделали это.
We've made it.,У нас получилось.
We've no time.,У нас нет времени.
We've refused.,Мы отказались.
We've seen it.,Мы это видели.
Were you busy?,Ты был занят?
Were you busy?,Ты была занята?
Were you busy?,Вы были заняты?
Were you hurt?,Ты пострадал?
Were you hurt?,Вы пострадали?
Were you shot?,В тебя стреляли?
Were you shot?,В вас стреляли?
Were you sick?,Ты был болен?
Were you sick?,Ты была больна?
Were you sick?,Вы были больны?
Were you sick?,Ты болел?
Were you sick?,Ты болела?
Were you sick?,Вы болели?
What a bummer!,Вот облом!
What a bummer!,Какая досада!
What a fiasco!,Какое фиаско!
What a relief!,Какое облегчение!
What about me?,А как же я?
What about me?,А я?
What about us?,А мы как же?
What about us?,А мы что?
What about us?,Как насчёт нас?
What about us?,А как же мы?
What ails you?,Что тебя беспокоит?
What ails you?,Что вас беспокоит?
What an idiot!,Вот дурак.
What an idiot!,Какой дурак!
What can I do?,Что я могу сделать?
What did I do?,Что я наделал?
What did I do?,Что я сделал?
What did I do?,Что я такого сделал?
What do I owe?,Сколько я должен?
What is a UFO?,Что такое НЛО?
What nonsense!,Какая чушь!
What was left?,Что осталось?
What was that?,Что это было?
What'll we do?,Что будем делать?
What'll we do?,Что мы будем делать?
What'll we do?,Что мы сделаем?
What's inside?,Что внутри?
What's it for?,Для чего это?
When do we go?,Когда мы идём?
When do we go?,Когда едем?
When was that?,Когда это было?
When's dinner?,Когда ужин?
When's dinner?,Когда обед?
Where are you?,Где вы?
Where are you?,Где Вы?
Where are you?,Вы где?
Where is that?,Где это?
Where was Tom?,Где Том был?
Where were we?,На чём мы остановились?
Where were we?,Где мы были?
Which is mine?,Который мой?
Which is mine?,Который из них мой?
Which is mine?,Которое моё?
Who asked you?,А тебя кто спрашивал?
Who asked you?,А вас кто спрашивал?
Who asked you?,Кто тебя просил?
Who asked you?,Кто вас просил?
Who called me?,Кто меня звал?
Who called me?,Кто мне звонил?
Who came here?,Кто пришёл сюда?
Who came here?,Кто сюда пришёл?
Who disagreed?,Кто был против?
Who does that?,Кто так делает?
Who found Tom?,Кто нашёл Тома?
Who found her?,Кто нашёл её?
Who found her?,Кто её нашёл?
Who found him?,Кто его нашёл?
Who found you?,Кто тебя нашёл?
Who found you?,Кто вас нашёл?
Who found you?,Кто Вас нашёл?
Who hates you?,Кто тебя ненавидит?
Who hates you?,Кто вас ненавидит?
Who helps her?,Кто помогает ей?
Who helps her?,Кто ей помогает?
Who hired Tom?,Кто нанял Тома?
Who hired Tom?,Кто взял Тома на работу?
Who hired you?,Кто вас нанял?
Who hired you?,Кто взял тебя на работу?
Who hired you?,Кто взял вас на работу?
Who hired you?,Кто тебя нанял?
Who is absent?,Кто отсутствует?
Who is coming?,Кто идёт?
Who likes Tom?,Кому нравится Том?
Who loved who?,Кто кого любил?
Who loves who?,Кто кого любит?
Who made this?,Кто это изготовил?
Who remembers?,Кто помнит?
Who responded?,Кто ответил?
Who said that?,Кто это сказал?
Who says that?,Кто это говорит?
Who says that?,Кто так говорит?
Who sent this?,Кто это отправил?
Who sent this?,Кто это послал?
Who sent this?,Кто это прислал?
Who succeeded?,Кто преуспел?
Who thinks so?,Кто так думает?
Who wants tea?,Кто хочет чая?
Who wants tea?,Кто хочет чаю?
Who was right?,Кто был прав?
Who was there?,Кто там был?
Who was where?,Кто где был?
Who was wrong?,Кто был не прав?
Who washed it?,Кто его помыл?
Who washed it?,Кто её помыл?
Who won today?,Кто сегодня выиграл?
Who'll attend?,Кто придёт?
Who'll attend?,Кто будет присутствовать?
Who's at home?,Кто дома?
Who's calling?,Кто звонит?
Who's dieting?,Кто на диете?
Who's driving?,Кто за рулём?
Who's fasting?,Кто постится?
Who's fasting?,Кто держит пост?
Who's fasting?,Кто соблюдает пост?
Who's humming?,Кто жужжит?
Who's missing?,Кого не хватает?
Who's playing?,Кто играет?
Who's staying?,Кто остаётся?
Who's talking?,Кто говорит?
Who's thirsty?,Кто хочет пить?
Who's winning?,Кто выигрывает?
Who's winning?,Кто побеждает?
Who's with me?,Кто со мной?
Whose is this?,Чьё это?
Whose is this?,Это чьё?
Whose is this?,Кому это принадлежит?
Why am I here?,Почему я здесь?
Why be afraid?,Зачем бояться?
Why blame Tom?,С какой стати обвинять Тома?
Will Tom help?,Том поможет?
Will Tom live?,Том будет жить?
Will Tom sing?,Том будет петь?
Will Tom sing?,Том споёт?
Will she come?,Она придёт?
Will you come?,Ты придёшь?
Will you come?,Придёшь ли ты?
Will you help?,Поможешь?
Will you help?,Поможете?
Will you help?,Ты поможешь?
Will you help?,Вы поможете?
Will you sing?,Ты будешь петь?
Will you sing?,Вы будете петь?
Will you sing?,Ты споёшь?
Will you sing?,Вы споёте?
Will you sing?,Споёшь?
Will you sing?,Споёте?
Will you swim?,Будешь плавать?
Will you swim?,Будете плавать?
Women hate me.,Женщины меня ненавидят.
Would it work?,Это бы сработало?
Write it down.,Запиши это.
Write it down.,Запишите это.
You all right?,Вы в порядке?
You are crazy.,Ты чокнутый.
You are crazy.,Ты сумасшедшая.
You are crazy.,Вы сумасшедший.
You are crazy.,Вы сумасшедшая.
You are drunk!,Ты пьяный!
You are drunk!,Ты пьян.
You are drunk!,Ты пьян!
You are drunk!,Вы пьяны!
You are drunk!,Ты пьяна!
You are drunk!,Ты пьяная!
You are drunk!,Вы пьяные!
You are early.,Ты рано.
You are early.,Вы рано.
You are lying.,Вы врёте.
You are lying.,Вы лжёте.
You are wrong.,Ты неправ.
You are wrong.,Ты ошибаешься.
You are wrong.,Вы не правы.
You are wrong.,Ты не прав.
You are wrong.,Ты не права.
You aren't me.,Ты не я.
You aren't me.,Вы не я.
You came back.,Ты вернулся.
You came back.,Вы вернулись.
You came back.,Ты вернулась.
You can do it.,Ты можешь сделать это!
You can do it.,Ты можешь это сделать.
You can do it.,Вы можете это сделать.
You can relax.,Вы можете расслабиться.
You can relax.,Можешь расслабиться.
You can't win.,Вы не можете выиграть.
You can't win.,Ты не можешь выиграть.
You can't win.,Вы не можете победить.
You can't win.,Ты не можешь победить.
You could die.,Ты мог умереть.
You could die.,Вы могли умереть.
You could die.,Ты могла умереть.
You could try.,Ты мог бы попробовать.
You could try.,Вы могли бы попробовать.
You don't say.,Быть того не может.
You dozed off.,Ты задремал.
You got lucky.,Тебе повезло.
You got lucky.,Вам повезло.
You have mail.,Тебе письмо.
You have mail.,Вам письмо.
You have time.,У тебя есть время.
You have time.,У вас есть время.
You have wine.,У тебя есть вино.
You have wine.,У вас есть вино.
You just rest.,Просто отдохни.
You just rest.,Просто отдохните.
You know that.,Ты это знаешь.
You know that.,Вы это знаете.
You know this.,Ты это знаешь.
You know this.,Вы это знаете.
You look busy.,Ты выглядишь занятым.
You look busy.,Ты выглядишь занятой.
You look fine.,Ты прекрасно выглядишь.
You look fine.,Вы прекрасно выглядите.
You look fine.,Прекрасно выглядишь.
You look fine.,Прекрасно выглядите.
You look good.,Хорошо выглядишь.
You look good.,Хорошо выглядите.
You look lost.,Ты выглядишь потерянным.
You look lost.,Ты выглядишь потерянной.
You look pale.,Ты выглядишь бледно.
You look pale.,У тебя бледный вид.
You look sick.,Ты выглядишь больным.
You look sick.,Ты выглядишь больной.
You look sick.,У тебя больной вид.
You look ugly.,Ты безобразно выглядишь.
You look well.,Ты хорошо выглядишь.
You look well.,Вы хорошо выглядите.
You may begin.,Можешь начинать.
You may begin.,Можете начинать.
You may enter.,Можешь войти.
You may enter.,Можете войти.
You may laugh.,Можешь смеяться.
You may laugh.,Можете смеяться.
You may leave.,Можешь уйти.
You may leave.,Можете уйти.
You may speak.,Ты можешь говорить.
You might win.,Ты мог бы выиграть.
You might win.,Вы могли бы выиграть.
You might win.,Ты мог бы победить.
You might win.,Вы могли бы победить.
You must come.,Ты должен прийти.
You must come.,Вы должны прийти.
