English,Russian,Hindi
I followed him.,Я последовал за ним.,मैंने उसका पीछा किया.
I followed you.,Я следовал за тобой.,मैंने तुम्हारा पीछा किया।
I gave it back.,Я вернул его.,मैंने इसे वापस दे दिया.
I gave my word.,Я дал слово.,मैंने अपना वचन दे दिया.
I get off here.,Я выхожу здесь.,मैं यहीं उतर जाता हूं.
I get the idea.,Я понял идею.,मुझे विचार मिल गया.
I get up early.,Я встаю рано.,मैं जल्दी उठता हूं।
I give my word.,Я даю слово.,मैं अपना वचन देता हूं.
I glanced back.,Я оглянулся.,मैंने पीछे मुड़कर देखा.
I go to church.,Я иду в церковь.,मैं चर्च जाता हूं।
I go to school.,Я хожу в школу.,मैं स्कूल जाता हूँ।
I got a tattoo.,У меня есть татуировка.,मुझे एक टैटू मिला.
I got arrested.,Меня арестовали.,मुझे गिरफ्तार कर लिया गया.
I got divorced.,Я развелся.,मैंने तलाक लिया।
I got expelled.,Меня исключили.,मुझे निष्कासित कर दिया गया.
I got homesick.,Я скучал по дому.,मुझे घर की याद आने लगी.
I got into bed.,Я лег в постель.,मैं बिस्तर पर आ गया.
I got it right.,Я понял это правильно.,मुझे यह सही समझ आया।
I got no reply.,Я не получил ответа.,मुझे कोई उत्तर नहीं मिला.
I got promoted.,Меня повысили.,मुझे उन्नति मिली।
I got up early.,Я встала рано.,मैं जल्दी उठ गया।
I got very mad.,Я очень разозлился.,मैं बहुत क्रोधित हो गया.
I grew a beard.,Я отрастил бороду.,मैंने दाढ़ी बढ़ा ली.
I grew up here.,Я вырос здесь.,मैं यहीं बड़ा हुआ हूं.
I guarantee it.,Я гарантирую это.,मैं इसकी गारंटी देता हूं.
I had a choice.,У меня был выбор.,मेरे पास एक विकल्प था.
I had a mishap.,У меня случился несчастный случай.,मेरे साथ एक दुर्घटना हुई.
I had a stroke.,У меня случился инсульт.,मुझे दौरा पड़ा.
I had a vision.,У меня было видение.,मेरे पास एक दृष्टि थी.
I had fun here.,Мне здесь было весело.,मैंने यहां खूब मजे किये.
I had jeans on.,На мне были джинсы.,मैंने जींस पहन रखी थी.
I had to agree.,Мне пришлось согласиться.,मुझे सहमत होना पड़ा.
I had to do it.,Я должен был сделать это.,मुझे यह करना ही पड़ा।
I had to hurry.,Мне пришлось поторопиться.,मुझे जल्दी करनी थी.
I had to leave.,Мне пришлось уйти.,मुझे जाना पड़ा।
I had to smile.,Мне пришлось улыбнуться.,मुझे मुस्कुराना पड़ा.
I hate Mondays.,Я ненавижу понедельники.,मैं सोमवार से नफरत करता हूं।
I hate Sundays.,Я ненавижу воскресенья.,मुझे रविवार से नफरत है.
I hate Tom now.,Я теперь ненавижу Тома.,मुझे अब टॉम से नफरत है।
I hate arguing.,Я ненавижу спорить.,मुझे बहस करने से नफरत है.
I hate carrots.,Я ненавижу морковь.,मुझे गाजर से नफरत है.
I hate dancing.,Я ненавижу танцы.,मुझे नाचने से नफरत है.
I hate dieting.,Я ненавижу диету.,मुझे डाइटिंग से नफरत है.
I hate driving.,Я ненавижу водить машину.,मुझे ड्राइविंग से नफरत है.
I hate her now.,Я ненавижу ее сейчас.,मुझे अब उससे नफरत है.
I hate insects.,Я ненавижу насекомых.,मुझे कीड़ों से नफरत है.
I hate ironing.,Я ненавижу гладить.,मुझे इस्त्री से नफरत है.
I hate jogging.,Я ненавижу бег трусцой.,मुझे जॉगिंग से नफरत है.
I hate karaoke.,Я ненавижу караоке.,मुझे कराओके से नफरत है.
I hate lawyers.,Я ненавижу адвокатов.,मुझे वकीलों से नफरत है.
I hate my body.,Я ненавижу свое тело.,मैं अपने शरीर से नफरत करता हूँ।
I hate my boss.,Я ненавижу своего босса.,मुझे अपने बॉस से नफरत है.
I hate my hair.,Я ненавижу свои волосы.,मुझे अपने बालों से घृणा है।
I hate parties.,Я ненавижу вечеринки.,मुझे पार्टियों से नफरत है.
I hate riddles.,Я ненавижу загадки.,मुझे पहेलियों से नफरत है.
I hate secrets.,Я ненавижу секреты.,मुझे रहस्यों से नफरत है.
I hate spiders.,Я ненавижу пауков.,मुझे मकड़ी से नफरत हैं।
I hate spinach.,Я ненавижу шпинат.,मुझे पालक से नफरत है.
I hate tattoos.,Я ненавижу татуировки.,मुझे टैटू से नफरत है.
I hate the fog.,Я ненавижу туман.,मुझे कोहरे से नफरत है.
I hate to iron.,Ненавижу гладить.,मुझे इस्त्री करने से नफरत है.
I hate to lose.,Я ненавижу проигрывать.,मुझे हारने से नफरत है.
I hate to wait.,Я ненавижу ждать.,मुझे इंतजार करने से नफरत है.
I hate walking.,Я ненавижу ходить.,मुझे चलने से नफरत है.
I hate working.,Я ненавижу работать.,मुझे काम करने से नफरत है.
I hate you all.,Я ненавижу вас всех.,मैं आप सभी से नफरत करता हूं।
I hated Boston.,Я ненавидел Бостон.,मुझे बोस्टन से नफरत थी.
I hated school.,Я ненавидел школу.,मुझे स्कूल से नफरत थी.
I have 13 cats.,У меня 13 кошек.,मेरे पास 13 बिल्लियाँ हैं।
I have a badge.,У меня есть значок.,मेरे पास एक बैज है.
I have a beard.,У меня есть борода.,मेरी एक दाढ़ी है।
I have a clock.,У меня есть часы.,मेरे पास एक घड़ी है.
I have a cough.,У меня кашель.,मुझे खाँसी है।
I have a dream.,У меня есть мечта.,मेरा एक सपना है।
I have a fever.,У меня жар.,मुझे बुखार हे।
I have a flute.,У меня есть флейта.,मेरे पास एक बांसुरी है.
I have a guest.,У меня гость.,मेरे पास एक मेहमान है.
I have a horse.,У меня есть лошадь.,मेरे पास एक घोडा है।
I have a house.,У меня есть дом.,मेरे पास एक घर है।
I have a hunch.,У меня есть догадка.,मुझे अंदाज़ा है.
I have a knife.,У меня есть нож.,मेरे पास एक चाकू है.
I have a piano.,У меня есть пианино.,मेरे पास एक पियानो है.
I have a radio.,У меня есть радио.,मेरे पास एक रेडियो है.
I have a ranch.,У меня есть ранчо.,मेरे पास एक खेत है.
I have a table.,У меня есть стол.,मेरे पास एक टेबल है.
I have a truck.,У меня есть грузовик.,मेरे पास एक ट्रक है.
I have amnesia.,У меня амнезия.,मुझे भूलने की बीमारी है.
I have an idea.,У меня есть идея.,मेरे पास विचार है।
I have done it.,Я сделал это.,मैं यह किया है।
I have friends.,У меня есть друзья.,मेरे दोस्त हैं।
I have hiccups.,У меня икота.,मुझे हिचकी आ रही है.
I have no clue.,Я понятия не имею.,मेरे पास कोई सुराग नहीं है।
I have no debt.,У меня нет долга.,मुझ पर कोई कर्ज नहीं है.
I have no food.,У меня нет еды.,मेरे पास खाना नहीं है.
I have no home.,У меня нет дома.,मेरा कोई घर नहीं है.
I have no kids.,У меня нет детей.,मेरे कोई बच्चे नहीं हैं।
I have no luck.,Мне не повезло.,मेरी किस्मत खराब है।
I have no time.,У меня нет времени.,मेरे पास बिल्कुल समय नही है।
I have no wife.,У меня нет жены.,मेरी कोई पत्नी नहीं है।
I have nothing.,У меня ничего нет.,मेरे पास कुछ नहीं है।
I have one kid.,У меня есть один ребенок.,मेरा एक बच्चा है.
I have sisters.,У меня есть сестры.,मेरी बहनें हैं.
I have the flu.,У меня грипп.,मुझे फ़्लू है.
I have the key.,У меня есть ключ.,चाबी मेरे पास है.
I have the map.,У меня есть карта.,मेरे पास नक्शा है.
I have tickets.,У меня есть билеты.,मेरे पास टिकट हैं.
I have to help.,Я должен помочь.,मुझे मदद करनी होगी.
I have to hide.,Мне нужно спрятаться.,मुझे छुपना होगा.
I have to know.,Я должен знать.,मुझे जानना है।
I have to rest.,Мне нужно отдохнуть.,मुझे आराम करना है।
I have to stay.,Я должен остаться.,मुझे यहां रुकना होगा।
I have to stop.,Я должен остановиться.,मुझे रुकना होगा.
I have to wait.,Я должен ждать.,मुझे इंतज़ार करना होगा।
I have to work.,Мне надо работать.,मुझे काम करना है।
I heard voices.,Я услышал голоса.,मैंने आवाजें सुनीं.
I helped a lot.,Я очень помог.,मैंने बहुत मदद की.
I hit Tom back.,Я ударил Тома в ответ.,मैंने टॉम को वापस मारा।
I hope it's OK.,"Надеюсь, все в порядке.",मुझे आशा है कि यह ठीक है.
"I hope so, too.",Я надеюсь на это тоже.,मुझे भी यही आशा है।
I hope you die.,"Надеюсь, ты умрешь.",मुझे आशा है कि तुम मर जाओ।
I hope you win.,"Я надеюсь, вы выиграете.",मैं आशा करता हूँ कि आप जीतें।
I hurried home.,Я поспешил домой.,मैं जल्दी से घर चला गया.
I hurt my back.,Я повредил свою спину.,मेरी पीठ में चोट आ गयी।
I hurt my foot.,Я повредил ногу.,मैंने अपने पैर को चोट पहुँचाई।
I hurt my knee.,Я повредил колено.,मेरे घुटने पर चोट लग गई।
I insulted Tom.,Я оскорбил Тома.,मैंने टॉम का अपमान किया।
I just arrived.,Я только приехал.,में अभी आया हूँ।
I just came in.,Я только что вошел.,मैं अभी अंदर आया.
I just guessed.,Я просто догадался.,मैंने बस अनुमान लगाया.
I just met him.,Я только что встретил его.,मैं अभी उनसे मिला.
I just saw Tom.,Я только что видел Тома.,मैंने अभी टॉम को देखा।
I just vomited.,Меня только что вырвало.,मुझे बस उल्टी हो गई.
I just want it.,Я просто хочу этого.,मैं बस यही चाहता हूं.
I just woke up.,Я только что проснулся.,मैं अभी उठा हूं।
I keep a diary.,Я веду дневник.,मैं एक डायरी रखता हूँ.
I keep my word.,Я держу свое слово.,मैं अपनी बात रखता हूं.
I kept digging.,Я продолжал копать.,मैं खोदता रहा.
I kept my cool.,Я сохранял хладнокровие.,मैंने अपना संयम बनाए रखा.
I kept my word.,Я сдержал свое слово.,मैंने अपनी बात रखी.
I kept playing.,Я продолжал играть.,मैं खेलता रहा.
I kept reading.,Я продолжал читать.,मैं पढ़ता रहा.
I kept running.,Я продолжал бежать.,मैं दौड़ता रहा.
I kept singing.,Я продолжал петь.,मैं गाता रहा.
I kept walking.,Я продолжал идти.,मैं चलता रहा.
I kneeled down.,Я опустился на колени.,मैं घुटनों के बल बैठ गया.
I know it well.,Я это хорошо знаю.,मुझे ये अच्छे से पता है।
I know the boy.,Я знаю мальчика.,मैं लड़के को जानता हूं.
I know the way.,Я знаю дорогу.,मुझे रास्ता मालूम है.
I know who won.,"Я знаю, кто победил.",मुझे पता है कौन जीता.
I left my wife.,Я ушел от жены.,मैंने अपनी पत्नी को छोड़ दिया.
I left on time.,Я ушел вовремя.,मैं समय पर चला गया.
I let Tom down.,Я подвел Тома.,मैंने टॉम को निराश कर दिया।
I let you down.,Я подвел тебя.,मैं तुम्हें निराश।
I like English.,Мне нравится английский.,मुझे अंग्रेज़ी पसंद है।
I like almonds.,Мне нравится миндаль.,मुझे बादाम पसंद है.
I like bananas.,Мне нравятся бананы.,मुझे केले पसंद हैं।
I like blondes.,Мне нравятся блондинки.,मुझे गोरे लोग पसंद हैं.
I like cabbage.,Мне нравится капуста.,मुझे पत्तागोभी पसंद है.
I like carrots.,Мне нравится морковь.,मुझे गाजर पसंद है।
I like castles.,Мне нравятся замки.,मुझे महल पसंद हैं.
I like chicken.,Мне нравится курица.,मुझे मुर्गी पसन्द है।
I like cookies.,Я люблю печенье.,मुझे कुकीज पसंद है।
I like cooking.,Мне нравится готовить.,मुझे खाना पकाना पसंद है.
I like dancing.,Я люблю танцевать.,मुझे नृत्य करना अच्छा लगता है।
I like driving.,Мне нравится водить машину.,मुझे गाड़ी चलाना पसंद है.
I like fencing.,Мне нравится фехтование.,मुझे तलवारबाजी पसंद है.
I like fishing.,Мне нравится рыбалка.,मुझे मछली पकड़ना अच्छा लगता है।
I like flowers.,Я люблю цветы.,मुझे फूल पसन्द हैं।
I like history.,Мне нравится история.,मुझे इतिहास पसंद है.
I like hunting.,Мне нравится охота.,मुझे शिकार करना पसंद है.
I like it here.,Мне здесь нравится.,मुझे यहाँ यह पसंद है।
"I like it, too.",Мне тоже это нравится.,मुझे भी पसंद है।
I like jogging.,Мне нравится бег трусцой.,मुझे जॉगिंग करना पसंद है.
I like lasagna.,Мне нравится лазанья.,मुझे लसग्ना पसंद है.
I like mahjong.,Мне нравится маджонг.,मुझे माहजोंग पसंद है.
I like my bike.,Мне нравится мой велосипед.,मुझे अपनी बाइक पसंद है.
I like my life.,Я люблю свою жизнь.,मुझे अपना जीवन पसंद है।
I like my name.,Мне нравится мое имя.,मुझे अपना नाम पसंद है.
I like oatmeal.,Мне нравится овсянка.,मुझे दलिया पसंद है.
I like oysters.,Мне нравятся устрицы.,मुझे सीप पसंद है.
I like peaches.,Мне нравятся персики.,मुझे आड़ू पसंद है.
I like picnics.,Мне нравятся пикники.,मुझे पिकनिक पसंद है.
I like popcorn.,Мне нравится попкорн.,मुझे पॉपकॉर्न पसंद है.
I like puzzles.,Мне нравятся головоломки.,मुझे पहेलियाँ पसंद हैं.
I like reading.,Я люблю читать.,मुझे पढ़ना पसंद है.
I like running.,Мне нравится бегать.,मुझे दौड़ना अच्छा लगता है।
I like sashimi.,Мне нравится сашими.,मुझे साशिमी पसंद है.
I like science.,Мне нравится наука.,मुझे विज्ञान पसंद है।
I like seafood.,Мне нравятся морепродукты.,मुझे समुद्री भोजन पसंद है.
I like silence.,Мне нравится тишина.,मुझे मौन पसंद है.
I like singing.,Я люблю петь.,मुझे गाना पसंद है।
I like stories.,Мне нравятся истории.,मुझे कहानियां पसंद हैं.
I like talking.,Мне нравится говорить.,मुझे बात करना पसंद है.
I like the dog.,Мне нравится собака.,मुझे कुत्ता पसंद है.
I like to cook.,Я люблю готовить.,मैं खाना बनाना पसंद करता हूँ।
I like to draw.,Люблю рисовать.,मुझे आहरण करना पसंद है।
I like to fish.,Мне нравится ловить рыбу.,मुझे मछली पकड़ना भाता है।
I like to hunt.,Мне нравится охотиться.,मुझे शिकार करना पसंद है.
I like to knit.,Мне нравится вязать.,मुझे बुनना पसंद है.
I like to read.,Я люблю читать.,मुझे पढ़ना पसंद है।
I like to sing.,Я люблю петь.,मैं गाना पसंद करता हुँ।
I like to swim.,Мне нравится плавать.,मुझे तैरना पसन्द है।
I like to talk.,Мне нравится говорить.,मुझे बात करना पसंद है।
I like to walk.,Я люблю гулять.,मुझे चलना पसंद है।
I like to work.,Мне нравится работать.,मुझे काम करना पसंद है।
I like turtles.,Мне нравятся черепахи.,मुझे कछुए पसंद हैं।
I like walking.,Я люблю ходить.,मुझे चलना पसंद है।
I like winning.,Мне нравится побеждать.,मुझे जीतना पसंद है.
I like writing.,Мне нравится писать.,मुझे लिखना पसंद है.
I lit a candle.,Я зажег свечу.,मैंने एक मोमबत्ती जलाई.
I lit the fire.,Я зажег огонь.,मैंने आग जलाई.
I lit the oven.,Я зажег духовку.,मैंने ओवन जलाया.
I live in town.,Я живу в городе.,मैं शहर में रहता हूँ.
I lost control.,Я потерял контроль.,मैंने नियंत्रण खो दिया.
I lost my keys.,Мои ключи потерялись.,मेरी चाबियां खो गई हैं.
I lost the bet.,Я проиграл пари.,मैं शर्त हार गया.
I love Harvard.,Я люблю Гарвард.,मुझे हार्वर्ड बहुत पसंद है.
I love almonds.,Я люблю миндаль.,मुझे बादाम बहुत पसंद हैं.
I love animals.,Я люблю животных.,मैं जानवरों से प्यार करता हुँ।
I love bananas.,Я люблю бананы.,मुझे केले पसंद हैं।
I love chicken.,Я люблю курицу.,मुझे चिकन पसंद है।
I love cookies.,Я люблю печенье.,मुझे कुकीज पसंद हैं।
I love cooking.,Мне нравится готовить.,मुझे खाना पकाना पसंद करता हुँ।
I love dancing.,Я люблю танцевать.,मुझे नाचना पसंद है।
I love dessert.,Я люблю десерт.,मुझे मिठाई पसंद है.
I love driving.,Я люблю водить машину.,मुझे ड्राइविंग पसंद है.
I love fishing.,Я люблю рыбалку.,मुझे मछली पकड़ना बहुत पसंद है.
I love flowers.,Я люблю цветы.,मुझे फूलों से प्यार है।
I love his son.,Я люблю его сына.,मैं उसके बेटे से प्यार करता हूं.
I love it here.,Мне нравится здесь.,मैं इसे यहां देखना चाहता हूं।
I love karaoke.,Я люблю караоке.,मुझे कराओके पसंद है.
I love lasagna.,Я люблю лазанью.,मुझे लसग्ना बहुत पसंद है.
I love lizards.,Я люблю ящериц.,मुझे छिपकलियां बहुत पसंद हैं.
I love my city.,Я люблю свой город.,मुझे अपने शहर से प्यार है।
I love my home.,Я люблю свой дом.,मुझे अपने घर से प्यार है।
I love my kids.,Я люблю своих детей.,मुझे अपने बच्चो से प्यार करता हूँ।
I love my life.,Я люблю мою жизнь.,मैं अपनी जिंदगी से प्यार करता हूं।
I love my wife.,Я люблю мою жену.,मुझे अपनी पत्नी से प्यार है।
I love my work.,Я люблю свою работу.,मुझे अपने काम से प्यार है।
I love parties.,Я люблю вечеринки.,मुझे पार्टियां पसंद हैं.
I love puzzles.,Я люблю головоломки.,मुझे पहेलियां पसंद हैं.
I love reading.,Я люблю читать.,मुझे पढ़ना अच्छा लगता है।
I love secrets.,Я люблю секреты.,मुझे रहस्य पसंद हैं.
I love sunsets.,Я люблю закаты.,मुझे सूर्यास्त पसंद है.
I love to fish.,Я люблю ловить рыбу.,मुझे मछली पकड़ना बहुत पसंद है.
I love to read.,Я люблю читать.,मुझे पढ़ना पसंद है।
I love to swim.,Я люблю плавать.,मुझे तैरना पसंद है।
I love winning.,Я люблю побеждать.,मुझे जीतना पसंद है.
I love you all.,Я люблю всех вас.,मैं आप सभी से प्यार करता हूं।
I loved Boston.,Я любил Бостон.,मुझे बोस्टन बहुत पसंद था।
I loved school.,Я любил школу.,मुझे स्कूल बहुत पसंद था.
I made Tom cry.,Я заставил Тома плакать.,मैंने टॉम को रुला दिया।
I made Tom mad.,Я разозлил Тома.,मैंने टॉम को पागल कर दिया।
I made cookies.,Я приготовила печенье.,मैंने कुकीज़ बनाईं.
I made her cry.,Я заставил ее плакать.,मैंने उसे रुला दिया.
I made him cry.,Я заставил его плакать.,मैंने उसे रुलाया।
I may be wrong.,"Возможно, я ошибаюсь.",शायद मैं गलत हो सकता हूँ।
I may die soon.,Я могу скоро умереть.,मैं जल्द ही मर सकता हूँ.
I may not come.,Я могу не прийти.,हो सकता है मैं न आऊं.
I met Tom here.,Я встретил Тома здесь.,मैं यहां टॉम से मिला।
I met a friend.,Я встретил друга.,मैं एक दोस्त से मिला.
I met with Tom.,Я встретился с Томом.,मैं टॉम से मिला.
I miss my kids.,Я скучаю по своим детям.,मुझे अपने बच्चों की याद आती है.
I miss my wife.,Я скучаю по своей жене.,मुझे अपनी पत्नी की याद आ रही है।
I missed a lot.,Я многое пропустил.,मैंने बहुत याद किया।
I must be sure.,Я должен быть уверен.,मुझे निश्चित होना चाहिए.
I must buy one.,Я должен купить один.,मुझे एक खरीदना ही होगा.
I must do that.,Я должен это сделать.,मुझे वह अवश्य करना चाहिए.
I must find it.,Я должен найти его.,मुझे इसे ढूंढना ही होगा.
I must go home.,Я должен идти домой.,मुझे घर जाना चाहिए।
I must see Tom.,Я должен увидеть Тома.,मुझे टॉम को अवश्य देखना चाहिए।
I must see you.,Я должен тебя увидеть.,मुझे तुमसे मिलना हैं।
I need a break.,Мне нужен перерыв.,मुझे एक ब्रेक की जरूरत है।
I need a broom.,Мне нужна метла.,मुझे झाड़ू चाहिए.
I need a coach.,Мне нужен тренер.,मुझे एक कोच की जरूरत है.
I need a drink.,Мне нужно выпить.,मुझे कुछ पीने को चाहिए।
I need a hobby.,Мне нужно хобби.,मुझे एक शौक चाहिए.
I need a knife.,Мне нужен нож.,मुझे एक चाकू चाहिए.
I need a plate.,Мне нужна тарелка.,मुझे एक प्लेट चाहिए.
I need a ruler.,Мне нужна линейка.,मुझे एक शासक की आवश्यकता है.
I need a stamp.,Мне нужна марка.,मुझे एक डाक टिकट की ज़रूरत है.
I need a towel.,Мне нужно полотенце.,मुझे एक तौलिया चाहिए.
I need answers.,Мне нужны ответы.,मुझे उत्तर चाहिए.
I need friends.,Мне нужно друзей.,मुझे दोस्तों की जरूरत है।
I need glasses.,Мне нужны очки.,मुझे चश्मा चाहिए.
I need my cane.,Мне нужна моя трость.,मुझे मेरी छड़ी चाहिए.
I need my coat.,Мне нужно мое пальто.,मुझे अपना कोट चाहिए.
I need my keys.,Мне нужны мои ключи.,मुझे अपनी चाबियाँ चाहिए.
I need one now.,Мне нужен один сейчас.,मुझे अब एक की जरूरत है.
I need support.,Мне нужна поддержка.,मुझे समर्थन की जरूरत है।
I need surgery.,Мне нужна операция.,मुझे सर्जरी की जरूरत है.
I need to know.,Мне нужно знать.,मुझे जानने की जरूरत है।
I need to rest.,Мне нужен отдых.,मुझे आराम करने की ज़रूरत है।
I need to stop.,Мне нужно остановиться.,मुझे रुकना होगा.
I need to work.,Мне нужно работать.,मुझे कार्य करना है।
I need you now.,Ты мне сейчас нужен.,मुझे अब तुम्हारी ज़रूरत है।
I needed money.,Мне нужны были деньги.,मुझे पैसों की जरूरत थी.
I never go out.,Я никогда не выхожу.,मैं कभी बाहर नहीं जाता.
I never saw it.,Я никогда этого не видел.,मैंने इसे कभी नहीं देखा.
I noticed that.,"Я заметил, что.",मैंने देखा है कि।
I now know why.,Теперь я знаю почему.,अब मुझे पता है क्यों।
I often hiccup.,Я часто икаю.,मुझे अक्सर हिचकी आती है.
I often travel.,Я часто путешествую.,मैं अक्सर यात्रा करता हूं.
I owe him $100.,Я должен ему 100 долларов.,मुझ पर उसका 100 डॉलर बकाया है।
I own a violin.,У меня есть скрипка.,मेरे पास एक वायलिन है.
I own this car.,Я владею этой машиной.,यह कार मेरे पास है.
I paid for Tom.,Я заплатил за Тома.,मैंने टॉम के लिए भुगतान किया।
I paid in cash.,Я заплатил наличными.,मैंने नकद भुगतान किया.
I paid nothing.,Я ничего не заплатил.,मैंने कुछ भी भुगतान नहीं किया.
I painted that.,Я это нарисовал.,मैंने उसे चित्रित किया।
I pay Tom well.,Я хорошо плачу Тому.,मैं टॉम को अच्छा भुगतान करता हूँ।
I pay my taxes.,Я плачу налоги.,मैं अपना कर चुकाता हूं.
I plan to sing.,Я планирую петь.,मैं गाने की योजना बना रहा हूं.
I plan to wait.,Я планирую подождать.,मैं इंतजार करने की योजना बना रहा हूं.
I plead guilty.,Я признаю себя виновным.,मैं अपराध स्वीकार करता हूं।
I predicted it.,Я это предсказал.,मैंने इसकी भविष्यवाणी की थी.
I prefer black.,Я предпочитаю черный.,मुझे काला पसंद है.
I promised Tom.,Я обещал Тому.,मैंने टॉम से वादा किया था।
I punished Tom.,Я наказал Тома.,मैंने टॉम को सज़ा दी।
I put on a tie.,Я надел галстук.,मैंने टाई लगाई.
I quit smoking.,Я бросил курить.,मैंने धूम्रपान करना छोड़ दिया।
I raise cattle.,Я выращиваю крупный рогатый скот.,मैं मवेशी पालता हूं.
I ran upstairs.,Я побежал наверх.,मैं ऊपर की ओर भागा.
I realize that.,Я это понимаю.,मुझे लगता है कि।
I really tried.,Я действительно старался.,मैंने सचमुच कोशिश की.
I recommend it.,Я рекомендую это.,मेरा यही सुझाव है।
I refuse to go.,Я отказываюсь идти.,मैंने जाने से इंकार कर दिया.
I remember Tom.,Я помню Тома.,मुझे टॉम याद है.
I remember her.,Я помню ее.,मुझे वह याद है।
I remember now.,Я вспомнил.,मुझे अब याद आया।
I remember you.,Я тебя помню.,मुझे आप याद हैं।
I rented a car.,Я арендовал машину.,मैंने एक कार किराये पर ली.
I said I'd try.,"Я сказал, что попробую.",मैंने कहा कि मैं कोशिश करूंगा.
I said drop it!,"Я сказал, брось!",मैंने कहा इसे छोड़ दो!
I said get out!,"Я сказал, уходи!",मैंने कहा बाहर निकलो!
I said get out.,"Я сказал, уходи.",मैंने कहा बाहर निकलो.
I said go away.,Я сказал уходи.,मैंने कहा चले जाओ.
I said go home.,Я сказал иди домой.,मैंने कहा घर जाओ.
I said goodbye.,Я попрощался.,मैंने अलविदा कहा।
I said lay off.,"Я сказал, увольняйся.",मैंने कहा लेट जाओ.
I said nothing.,Я ничего не говорил.,मेंने कुछ नहीं कहा।
I said shut up!,Я сказал заткнись!,मैंने कहा चुप रहो!
I said shut up.,Я сказал заткнись.,मैंने कहा चुप रहो।
I said stop it!,"Я сказал, прекрати!","मैंने कहा, इसे रोकें!"
I sang for Tom.,Я пел для Тома.,मैंने टॉम के लिए गाना गाया।
I sat near Tom.,Я сел рядом с Томом.,मैं टॉम के पास बैठ गया.
I saw Tom fall.,"Я видел, как Том упал.",मैंने टॉम को गिरते देखा।
I saw a doctor.,Я был у врача.,मैंने एक डॉक्टर को देखा.
I saw a friend.,Я увидел друга.,मैंने एक दोस्त को देखा.
I saw five men.,Я видел пятерых мужчин.,मैंने पाँच आदमी देखे।
I saw her home.,Я видел ее дома.,मैंने उसका घर देखा.
I saw her swim.,"Я видел, как она плавала.",मैंने उसे तैरते हुए देखा।
I saw him jump.,"Я видел, как он прыгнул.",मैंने उसे कूदते देखा.
I saw him once.,Я видел его однажды.,मैंने उसे एक बार देखा था.
I saw it on TV.,Я видел это по телевизору.,मैंने इसे टीवी पर देखा.
I saw one once.,Я видел один раз.,मैंने एक बार एक देखा था.
I saw somebody.,Я видел кого-то.,मैंने किसी को देखा।
I saw the cook.,Я видел повара.,मैंने रसोइया को देखा.
I saw the game.,Я видел игру.,मैंने खेल देखा.
I saw the news.,Я видел новости.,मैंने खबर देखी.
I saw them all.,Я видел их всех.,मैंने उन सभी को देखा.
I see a castle.,Я вижу замок.,मुझे एक महल दिखाई देता है.
I see a school.,Я вижу школу.,मुझे एक स्कूल दिख रहा है.
I see the book.,Я вижу книгу.,मैं किताब देखता हूं.
I see the girl.,Я вижу девушку.,मैं लड़की को देखता हूँ.
I see your pen.,Я вижу твою ручку.,मैं आपकी कलम देखता हूँ.
I sell flowers.,Продаю цветы.,मैं फूल बेचता हूं.
I serve no one.,Я никому не служу.,मैं किसी की सेवा नहीं करता.
I should relax.,Мне следует расслабиться.,मुझे आराम करना चाहिए.
I smell coffee.,Я чувствую запах кофе.,मुझे कॉफ़ी की गंध आ रही है.
I sneeze a lot.,Я много чихаю.,मुझे बहुत छींक आती है.
I sold the car.,Я продал машину.,मैंने कार बेच दी.
I speak French.,Я говорю по-французски.,मैं फ्रेंच बोलता हूँ।
I spoke French.,Я говорил по-французски.,मैं फ़्रेंच बोलता था।
I spoke to Tom.,Я говорил с Томом.,मैंने टॉम से बात की।
I started that.,Я начал это.,वो मैंने शुरू किया.
I stole a boat.,Я украл лодку.,मैंने एक नाव चुरा ली.
I study French.,Я изучаю французский.,मैं फ्रेंच पढता हूं।
I study Korean.,Я изучаю корейский язык.,मैं कोरियाई भाषा का अध्ययन करता हूं।
I study abroad.,Я учусь за границей.,मैं विदेश में पढ़ता हूं.
I swore at Tom.,Я выругался на Тома.,मैंने टॉम की कसम खाई।
I take it back.,Я беру это обратно.,मैंने इसे वापस ले लिया है।
I talked a lot.,Я много говорил.,मैंने बहुत सारी बातें कीं.
I teach French.,Я преподаю французский язык.,मैं फ्रेंच पढ़ाता हूं.
I think I'm OK.,"Я думаю, что я в порядке.",मुझे लगता है मैं ठीक हूं.
I think we can.,"Я думаю, мы можем.",मुझे लगता है हम कर सकते हैं।
I threw it out.,Я выбросил это.,मैंने इसे बाहर फेंक दिया.
I told Tom why.,"Я сказал Тому, почему.",मैंने टॉम को बताया क्यों।
I took her arm.,Я взял ее за руку.,मैंने उसकी बांह थाम ली.
I travel a lot.,Я много путешествую.,मैं बहुत यात्रा कर चूका हूं।
I travel light.,Я путешествую налегке.,मैं हल्की यात्रा करता हूं।
I trusted them.,Я доверял им.,मैंने उन पर भरोसा किया.
I turned right.,Я повернул направо.,मैं दाएं मुड़ गया.
I usually walk.,Я обычно гуляю.,मैं आमतौर पर पैदल चलता हूँ।
I walk quickly.,Я иду быстро.,मैं तेजी से चलता हूं.
I walk to work.,Я иду на работу.,मै काम पर जाने के लिए चला।
I walked alone.,Я шел один.,मैं अकेला चल पड़ा.
I want a chair.,Я хочу стул.,मुझे एक कुर्सी चाहिए.
